Model,mAP50_95,mAP50,Precision,Recall,F1,Latency(ms/img),FPS
YOLOv12-best,0.4330336616306356,0.8666626062507802,0.8488261677020935,0.7874298331523414,0.8158823696678771,71.26504182815552,14.032125349920419
YOLOv12-last,0.3232576147085195,0.6608497835124654,0.6589525180142047,0.6843206767093077,0.6703333096602252,63.19668889045715,15.823613824663562
